날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2003-08-11,서울경기,23.3,20.6,27.9
2003-08-12,서울경기,23.9,18.8,29.8
2003-08-13,서울경기,24,19.7,30
2003-08-14,서울경기,24.7,19.4,30.1
2003-08-15,서울경기,24.6,19,30.4
2003-08-16,서울경기,23.5,20.5,27.3
2003-08-17,서울경기,22.6,20.5,24.9
2003-08-18,서울경기,21.4,19.7,23.7
2003-08-19,서울경기,21.9,21,23.1
2003-08-20,서울경기,24.5,22.2,27.8
2003-08-21,서울경기,25.7,23.5,29.4
2003-08-22,서울경기,26.5,24.4,29.8
2003-08-23,서울경기,24.3,23.5,25.2
2003-08-24,서울경기,22.7,21.1,24.7
2003-08-25,서울경기,24.5,20.8,30
2003-08-26,서울경기,23.2,20.9,26.2
2003-08-27,서울경기,21.3,20.1,23.3
2003-08-28,서울경기,23.6,19.8,29.2
2003-08-29,서울경기,21.6,19.1,24.7
2003-08-30,서울경기,19.4,15,23.9
2003-08-31,서울경기,20.7,16.2,25.7
2003-09-01,서울경기,21.5,18.5,25.3
2003-09-02,서울경기,19,16.5,21.7
2003-09-03,서울경기,20.3,18,24
2003-09-04,서울경기,22,17.1,26.9
2003-09-05,서울경기,22.7,20,25
2003-09-06,서울경기,21.8,18.1,25.9
2003-09-07,서울경기,21,20.1,22.7
2003-09-08,서울경기,22.8,19.6,27.8
2003-09-09,서울경기,18.5,17.2,21.8
2003-09-10,서울경기,20.5,17.2,25.2
2003-09-11,서울경기,21.6,18.3,25
2003-09-12,서울경기,21.5,20,23.7
2003-09-13,서울경기,22.2,19.7,26
2003-09-14,서울경기,21.5,17.6,25.7
2003-09-15,서울경기,22.6,19.1,27.3
2003-09-16,서울경기,21.8,17.9,26.8
2003-09-17,서울경기,22.8,19,27.4
2003-09-18,서울경기,20.6,18.7,23.1
2003-09-19,서울경기,21,18,25.3
2003-09-20,서울경기,20.5,17.5,25.5
2003-09-21,서울경기,19.1,13.6,24.8
2003-09-22,서울경기,18.5,13.5,24.5
2003-09-23,서울경기,18.5,13.8,24.4
2003-09-24,서울경기,18.6,13.5,23.6
2003-09-25,서울경기,19.6,14.2,25.6
2003-09-26,서울경기,19.7,15.1,25.7
2003-09-27,서울경기,19.7,13.9,25.8
2003-09-28,서울경기,20,16.6,25.1
2003-09-29,서울경기,19.4,13.5,26.3
2003-09-30,서울경기,18.9,13.9,24
2003-10-01,서울경기,16.2,13.7,19.1
2003-10-02,서울경기,15.6,11.8,20.1
2003-10-03,서울경기,15.6,10.7,21.1
2003-10-04,서울경기,15.7,11,20.9
2003-10-05,서울경기,14.7,9.6,19.5
2003-10-06,서울경기,15.7,10.6,21.7
2003-10-07,서울경기,15.7,10.7,22.5
2003-10-08,서울경기,17.4,11.5,24.3
2003-10-09,서울경기,18.2,13.1,25
2003-10-10,서울경기,18.6,13.9,25.6
2003-10-11,서울경기,19.2,13.9,25.7
2003-10-12,서울경기,18.9,16.4,22.8
2003-10-13,서울경기,15.5,13.4,18.5
2003-10-14,서울경기,13.3,9.7,17
2003-10-15,서울경기,12.3,7.3,16.8
2003-10-16,서울경기,13.4,8.3,18.6
2003-10-17,서울경기,13.8,8.2,19.7
2003-10-18,서울경기,13.8,8.5,19.9
2003-10-19,서울경기,11.6,5.2,18.1
2003-10-20,서울경기,12.1,7.5,18.3
2003-10-21,서울경기,12.3,8.1,17.8
2003-10-22,서울경기,11.7,8,15.8
2003-10-23,서울경기,8.7,5,13
2003-10-24,서울경기,10.7,3,16.6
2003-10-25,서울경기,12.3,7.7,16.9
2003-10-26,서울경기,10.5,4.4,17
2003-10-27,서울경기,14,7.6,20.3
2003-10-28,서울경기,8.2,4.8,16.2
2003-10-29,서울경기,7.6,2.6,13.1
2003-10-30,서울경기,10.4,3.5,16.9
2003-10-31,서울경기,12.9,8.3,20.2
2003-11-01,서울경기,13.2,7.4,20
2003-11-02,서울경기,16.1,11.6,20.9
2003-11-03,서울경기,11.5,5.6,16.5
2003-11-04,서울경기,9.2,1.7,17.5
2003-11-05,서울경기,12.9,6.6,20
2003-11-06,서울경기,13.3,8.2,19.4
2003-11-07,서울경기,11.5,9.2,13.7
2003-11-08,서울경기,8.9,8.1,10.8
2003-11-09,서울경기,10.7,8.1,14.9
2003-11-10,서울경기,11.2,10.1,12.8
2003-11-11,서울경기,9.7,7.9,12
2003-11-12,서울경기,8.7,6.9,10.6
2003-11-13,서울경기,7.7,3.8,13.1
2003-11-14,서울경기,8.5,2.9,13.6
2003-11-15,서울경기,10.2,6.4,15.5
2003-11-16,서울경기,5.1,1.6,8.6
2003-11-17,서울경기,4.4,-1.8,11.9
2003-11-18,서울경기,8,1.2,15.2
2003-11-19,서울경기,12.6,6.7,17.7
2003-11-20,서울경기,11.7,8.7,14.4
2003-11-21,서울경기,4.8,-0.8,9.7
2003-11-22,서울경기,0.2,-2.9,4.3
2003-11-23,서울경기,2.9,-3.2,8.8
2003-11-24,서울경기,6.1,2.8,8.9
2003-11-25,서울경기,7.3,4,12
2003-11-26,서울경기,8.9,4.7,12.3
2003-11-27,서울경기,9.3,6.8,12.4
2003-11-28,서울경기,10.8,8.1,14.9
2003-11-29,서울경기,8.3,6,10.2
2003-11-30,서울경기,6.6,2.7,11.7
2003-12-01,서울경기,6.1,2,11.9
2003-12-02,서울경기,5.4,2.3,9.3
2003-12-03,서울경기,2.6,-1.6,7.6
2003-12-04,서울경기,1.7,-3.6,6.7
2003-12-05,서울경기,5.4,1,9.1
2003-12-06,서울경기,3.1,-4.2,8.6
2003-12-07,서울경기,-4.4,-7.5,-1.1
2003-12-08,서울경기,-0.8,-4.4,3.4
2003-12-09,서울경기,-3.1,-5.7,0.1
2003-12-10,서울경기,-1,-6.7,3.7
2003-12-11,서울경기,2,-0.9,6.1
2003-12-12,서울경기,-0.1,-2.4,2.5
2003-12-13,서울경기,-0.3,-4.5,4.7
2003-12-14,서울경기,1.3,-3.7,5.9
2003-12-15,서울경기,-0.1,-2.8,2.8
2003-12-16,서울경기,0.8,-5,5.1
2003-12-17,서울경기,-0.5,-4.4,3.8
2003-12-18,서울경기,-3.2,-5.9,-0.6
2003-12-19,서울경기,-4.9,-6.8,-1.7
2003-12-20,서울경기,-4.4,-7.4,-0.2
2003-12-21,서울경기,-1.7,-8.2,4
2003-12-22,서울경기,2.3,-2.4,9.3
2003-12-23,서울경기,3.5,-2,9.4
2003-12-24,서울경기,1.9,-0.5,5.2
2003-12-25,서울경기,0.7,-3.1,3.8
2003-12-26,서울경기,-3.5,-5.2,-0.5
2003-12-27,서울경기,-3.2,-7.1,1.3
2003-12-28,서울경기,2.2,-3.9,6.8
2003-12-29,서울경기,3.8,-1.3,7.6
2003-12-30,서울경기,0,-3.5,3.1
2003-12-31,서울경기,2.6,-1.6,6.2
2004-01-01,서울경기,3.1,0.2,6.2
2004-01-02,서울경기,2.5,-0.1,5.5
2004-01-03,서울경기,3.1,-0.8,7.8
2004-01-04,서울경기,0.6,-4.1,6.4
2004-01-05,서울경기,1.6,-3.9,8
2004-01-06,서울경기,3.5,0.2,7.1
2004-01-07,서울경기,1.1,-2.6,5
2004-01-08,서울경기,-0.9,-5.8,5.3
2004-01-09,서울경기,0.9,-3.1,5.3
2004-01-10,서울경기,-0.8,-4.4,3.2
2004-01-11,서울경기,-2,-7.5,4.7
2004-01-12,서울경기,-1.2,-4.7,2.3
2004-01-13,서울경기,-6.4,-8.8,-3.6
2004-01-14,서울경기,-5.4,-10.4,-1
2004-01-15,서울경기,-1.8,-6.7,3.2
2004-01-16,서울경기,0.2,-5.1,5
2004-01-17,서울경기,0.8,0.1,2.9
2004-01-18,서울경기,0.1,-1.6,1.5
2004-01-19,서울경기,-1.4,-3.5,1.8
2004-01-20,서울경기,-4.4,-9.9,0.5
2004-01-21,서울경기,-13.9,-16,-9.8
2004-01-22,서울경기,-12.4,-16,-8.1
2004-01-23,서울경기,-8.7,-13.7,-3.9
2004-01-24,서울경기,-7.4,-11.8,-3.3
2004-01-25,서울경기,-7,-10.2,-3.3
2004-01-26,서울경기,-6.2,-11.4,-1.5
2004-01-27,서울경기,-4.7,-9.7,0.3
2004-01-28,서울경기,-0.7,-6.8,4.9
2004-01-29,서울경기,2,-1.3,6.5
2004-01-30,서울경기,0.3,-3.6,5.6
2004-01-31,서울경기,0.4,-3.9,6.5
2004-02-01,서울경기,2.1,-2.4,8
2004-02-02,서울경기,-1.9,-5.9,2.3
2004-02-03,서울경기,-4.1,-7.5,-0.1
2004-02-04,서울경기,-1.9,-7.3,2.8
2004-02-05,서울경기,-4.7,-7.7,-0.7
2004-02-06,서울경기,-4.4,-9.2,-0.1
2004-02-07,서울경기,-3.6,-7.5,-0.4
2004-02-08,서울경기,-0.1,-4.9,6.2
2004-02-09,서울경기,-2.9,-7.5,2.6
2004-02-10,서울경기,-1.3,-6.9,4.6
2004-02-11,서울경기,1.6,-2,6.1
2004-02-12,서울경기,0.9,-3.4,6.2
2004-02-13,서울경기,3,-2.6,7
2004-02-14,서울경기,3.2,0.3,6.4
2004-02-15,서울경기,2.8,-1.7,8.4
2004-02-16,서울경기,3.3,-2.4,9.1
2004-02-17,서울경기,3.8,0.2,8.2
2004-02-18,서울경기,4.3,-1.9,11.1
2004-02-19,서울경기,6.6,-0.5,15.3
2004-02-20,서울경기,9.7,0.9,18.1
2004-02-21,서울경기,10.4,6.7,14.9
2004-02-22,서울경기,3.2,1,11
2004-02-23,서울경기,1.3,-1.3,5.5
2004-02-24,서울경기,3.5,-1,6.5
2004-02-25,서울경기,5.6,2.1,10.4
2004-02-26,서울경기,1.6,-1,4.8
2004-02-27,서울경기,1.8,-2.7,6.1
2004-02-28,서울경기,5.2,-0.3,10.1
2004-02-29,서울경기,2.6,0.3,6.4
2004-03-01,서울경기,1.6,-1.5,6.5
2004-03-02,서울경기,-1.8,-4.7,2
2004-03-03,서울경기,-1.6,-4.5,2.4
2004-03-04,서울경기,-1.4,-6.4,3.2
2004-03-05,서울경기,-0.3,-2.6,3.3
2004-03-06,서울경기,-3.4,-5.2,-1
2004-03-07,서울경기,-1.3,-5.7,2.6
2004-03-08,서울경기,2.6,-3.3,7.2
2004-03-09,서울경기,7.2,0.5,13.2
2004-03-10,서울경기,9.3,6,13.4
2004-03-11,서울경기,5.3,2.5,9.1
2004-03-12,서울경기,5.9,1.2,11.3
2004-03-13,서울경기,6.8,2.8,12.6
2004-03-14,서울경기,5.1,1.1,10.5
2004-03-15,서울경기,7.2,-0.3,14.5
2004-03-16,서울경기,13.8,7.4,18.8
2004-03-17,서울경기,4.4,-1.1,15.2
2004-03-18,서울경기,2,-2.2,6.9
2004-03-19,서울경기,3.5,-2.4,9.1
2004-03-20,서울경기,5.7,0.4,11.8
2004-03-21,서울경기,8.8,2.8,14.6
2004-03-22,서울경기,9.2,5.2,14.8
2004-03-23,서울경기,7.5,1.9,13.3
2004-03-24,서울경기,7.9,4.7,13.2
2004-03-25,서울경기,8.1,3.7,14.3
2004-03-26,서울경기,9.3,2.4,15.8
2004-03-27,서울경기,9,2.8,15.7
2004-03-28,서울경기,10.2,1.8,17.6
2004-03-29,서울경기,13,9,17.9
2004-03-30,서울경기,9,4.2,12.9
2004-03-31,서울경기,6.9,2.1,12
2004-04-01,서울경기,8.7,2.9,17.4
2004-04-02,서울경기,5.4,4,7.7
2004-04-03,서울경기,6.4,2.2,10.4
2004-04-04,서울경기,6.9,1.2,13.2
2004-04-05,서울경기,7.9,2.6,13.7
2004-04-06,서울경기,7.4,3.9,10.5
2004-04-07,서울경기,9.9,6.3,15.3
2004-04-08,서울경기,9.1,2.9,15.1
2004-04-09,서울경기,11.3,5.7,17.7
2004-04-10,서울경기,13.5,6.9,20.4
2004-04-11,서울경기,14.7,9.8,21.1
2004-04-12,서울경기,14.2,8.8,20.7
2004-04-13,서울경기,14.9,9.8,21.3
2004-04-14,서울경기,15.2,9.6,22.7
2004-04-15,서울경기,13.3,7,20.3
2004-04-16,서울경기,14,9.6,18.7
2004-04-17,서울경기,15.6,9.5,22.1
2004-04-18,서울경기,18.5,9.6,26.5
2004-04-19,서울경기,13.3,11.1,15.9
2004-04-20,서울경기,13.5,9.2,19.8
2004-04-21,서울경기,17.5,9.3,24.1
2004-04-22,서울경기,14.8,12.2,18.5
2004-04-23,서울경기,12.5,9.2,17
2004-04-24,서울경기,11.1,7,16.9
2004-04-25,서울경기,11.4,5.8,16.5
2004-04-26,서울경기,10,7,14.1
2004-04-27,서울경기,8,5,12.7
2004-04-28,서울경기,10.6,4.3,16.9
2004-04-29,서울경기,13.8,6.5,20.7
2004-04-30,서울경기,16.6,12,22.2
2004-05-01,서울경기,18.9,12.6,25.8
2004-05-02,서울경기,17.1,14.7,21.3
2004-05-03,서울경기,13.5,10.4,16.8
2004-05-04,서울경기,13.3,9.2,19.6
2004-05-05,서울경기,14.5,7.8,21.3
2004-05-06,서울경기,15.4,11.1,21.3
2004-05-07,서울경기,16.2,7.9,23.6
2004-05-08,서울경기,16.6,11.8,21.2
2004-05-09,서울경기,14.6,13,16.4
2004-05-10,서울경기,14.2,12,16.2
2004-05-11,서울경기,15.6,11.3,21.6
2004-05-12,서울경기,16.1,13.5,18.7
2004-05-13,서울경기,14.9,12.1,18.9
2004-05-14,서울경기,17.1,10.4,24
2004-05-15,서울경기,15.1,13.1,17.4
2004-05-16,서울경기,14.1,11.2,19.3
2004-05-17,서울경기,13.7,11.5,17.5
2004-05-18,서울경기,15.9,12,21.5
2004-05-19,서울경기,18.1,14.8,22.8
2004-05-20,서울경기,16.5,14,21.2
2004-05-21,서울경기,15.6,12.8,21.3
2004-05-22,서울경기,16.6,11.4,22.1
2004-05-23,서울경기,15.7,11.1,20.8
2004-05-24,서울경기,16.8,11.5,22.9
2004-05-25,서울경기,18.3,12.1,24.6
2004-05-26,서울경기,18.5,13.9,23.9
2004-05-27,서울경기,21,16.5,27.2
2004-05-28,서울경기,18.1,15.7,20.7
2004-05-29,서울경기,18.4,15.5,22.8
2004-05-30,서울경기,20.1,16,25.9
2004-05-31,서울경기,19.6,15.3,25.1
2004-06-01,서울경기,19.2,12.7,26.6
2004-06-02,서울경기,21.6,13.9,29.5
2004-06-03,서울경기,24,16.3,31.9
2004-06-04,서울경기,24.1,17.6,30.5
2004-06-05,서울경기,24.5,19.5,30.6
2004-06-06,서울경기,22.7,20.9,25.6
2004-06-07,서울경기,21,18.5,24.9
2004-06-08,서울경기,19.3,16.4,23.4
2004-06-09,서울경기,18.8,14.9,23.7
2004-06-10,서울경기,21.3,16.2,27
2004-06-11,서울경기,23.3,18.2,29.3
2004-06-12,서울경기,24.3,17.6,31
2004-06-13,서울경기,22.1,17.1,26.8
2004-06-14,서울경기,21.9,15.9,28
2004-06-15,서울경기,23.6,16.6,30.9
2004-06-16,서울경기,24,18,30.2
2004-06-17,서울경기,18.6,17.3,22.4
2004-06-18,서울경기,20.8,17.4,24.6
2004-06-19,서울경기,20.5,19.6,22.2
2004-06-20,서울경기,21.4,19.2,24.2
2004-06-21,서울경기,21.2,17.8,25.4
2004-06-22,서울경기,20.5,17.5,25.3
2004-06-23,서울경기,21.2,18.4,25.8
2004-06-24,서울경기,24.3,19.8,30.1
2004-06-25,서울경기,23.9,20,29.6
2004-06-26,서울경기,23.1,20.6,27.6
2004-06-27,서울경기,23,20.2,27.3
2004-06-28,서울경기,21.8,19.7,25.4
2004-06-29,서울경기,21.4,19.4,24.4
2004-06-30,서울경기,23.5,20.5,27.8
2004-07-01,서울경기,23.7,21.2,27.6
2004-07-02,서울경기,22.6,21.1,24.5
2004-07-03,서울경기,23.4,20.8,26.4
2004-07-04,서울경기,20.9,19.5,22.4
2004-07-05,서울경기,22,19.1,25.8
2004-07-06,서울경기,22.8,20.3,25.4
2004-07-07,서울경기,21.2,20.1,22.4
2004-07-08,서울경기,21.1,19.5,24.3
2004-07-09,서울경기,21.8,18.9,26.7
2004-07-10,서울경기,22.8,18.6,28
2004-07-11,서울경기,22.3,19.7,26.7
2004-07-12,서울경기,21.9,20.4,22.9
2004-07-13,서울경기,21,19.7,23
2004-07-14,서울경기,23.3,19.6,27.8
2004-07-15,서울경기,22.3,21.4,23.3
2004-07-16,서울경기,22.4,21.4,24.4
2004-07-17,서울경기,22,21,23.5
2004-07-18,서울경기,24.9,22,27.9
2004-07-19,서울경기,25.3,24.1,26.9
2004-07-20,서울경기,24.7,23.5,26.6
2004-07-21,서울경기,25.5,23.2,30.2
2004-07-22,서울경기,25.3,22.5,29.7
2004-07-23,서울경기,26,22.1,31
2004-07-24,서울경기,25.9,22.2,29.8
2004-07-25,서울경기,24.8,22.2,28.1
2004-07-26,서울경기,25.8,23.6,29.3
2004-07-27,서울경기,26.9,24.4,30.2
2004-07-28,서울경기,27.5,24.6,31.6
2004-07-29,서울경기,27.5,23.3,32.4
2004-07-30,서울경기,27.7,23.4,32.3
2004-07-31,서울경기,28.7,23.5,34
2004-08-01,서울경기,28.8,24.8,34
2004-08-02,서울경기,27.2,22.8,32.4
2004-08-03,서울경기,27.2,23.7,32
2004-08-04,서울경기,27.7,23.3,32.6
2004-08-05,서울경기,27.3,23.7,31.7
2004-08-06,서울경기,28,24.4,32.4
2004-08-07,서울경기,27.6,24.9,31.8
2004-08-08,서울경기,27.2,24.6,31.4
2004-08-09,서울경기,27.9,24.6,32.6
2004-08-10,서울경기,28.9,24.1,34.5
2004-08-11,서울경기,29.3,24.6,34.6
2004-08-12,서울경기,28.7,24.5,33.7
2004-08-13,서울경기,27.8,24.5,32.1
2004-08-14,서울경기,25.5,23.3,28.9
2004-08-15,서울경기,25.9,22,30.9
2004-08-16,서울경기,24.5,21.1,29.5
2004-08-17,서울경기,23.2,21.1,27
2004-08-18,서울경기,23.5,21.5,26.1
2004-08-19,서울경기,21.8,19,26.2
2004-08-20,서울경기,23.4,20.2,27.9
2004-08-21,서울경기,23,20.7,25.7
2004-08-22,서울경기,22.7,20.8,25.6
2004-08-23,서울경기,22.6,19.8,26.4
2004-08-24,서울경기,23.4,18.5,28.9
2004-08-25,서울경기,23.8,19.9,27.8
2004-08-26,서울경기,23.3,20.9,27.8
2004-08-27,서울경기,24.4,20.4,29.1
2004-08-28,서울경기,23.8,21.4,27
2004-08-29,서울경기,24.5,21.3,29.2
2004-08-30,서울경기,25.3,21.4,30.9
2004-08-31,서울경기,23.8,18.7,28.7
2004-09-01,서울경기,23.7,20.1,28.7
2004-09-02,서울경기,23.5,19,29.5
2004-09-03,서울경기,22.8,17.5,27.6
2004-09-04,서울경기,24.2,20.2,29.6
2004-09-05,서울경기,24.7,19.4,31
2004-09-06,서울경기,24,18.4,29.6
2004-09-07,서울경기,19.6,18.1,23.9
2004-09-08,서울경기,21.4,17.2,26.6
2004-09-09,서울경기,22.3,18,27.9
2004-09-10,서울경기,21.8,16.8,27
2004-09-11,서울경기,17.4,16.1,20.3
2004-09-12,서울경기,20.7,16.6,24.1
2004-09-13,서울경기,21,18.3,24.3
2004-09-14,서울경기,22.8,16.9,28.9
2004-09-15,서울경기,24,19.8,28.8
2004-09-16,서울경기,22.3,19.2,26.7
2004-09-17,서울경기,22.9,17.8,28.9
2004-09-18,서울경기,21.3,17.4,24.6
2004-09-19,서울경기,19.9,14.2,26.3
2004-09-20,서울경기,16.3,14.5,19.1
2004-09-21,서울경기,17,14.3,22
2004-09-22,서울경기,18.3,12.2,24.6
2004-09-23,서울경기,20.2,16,25.4
2004-09-24,서울경기,20.6,15.1,26.7
2004-09-25,서울경기,21.1,16.1,26.8
2004-09-26,서울경기,20.1,17.6,24.2
2004-09-27,서울경기,20.6,15.3,26.4
2004-09-28,서울경기,20.7,15.9,25.9
2004-09-29,서울경기,21.2,16.2,27.3
2004-09-30,서울경기,21.1,15.1,27.3
2004-10-01,서울경기,16.4,10.7,21.3
2004-10-02,서울경기,12.9,8.6,18
2004-10-03,서울경기,12.7,6.2,19.9
2004-10-04,서울경기,14.5,8.5,21.7
2004-10-05,서울경기,16.2,8.9,23.5
2004-10-06,서울경기,16.7,11,23.4
2004-10-07,서울경기,17.6,13,23.2
2004-10-08,서울경기,18.5,13.3,25.3
2004-10-09,서울경기,19.5,13.6,25.5
2004-10-10,서울경기,19.5,14.7,25.3
2004-10-11,서울경기,18,12.7,23.4
2004-10-12,서울경기,14.9,10.2,19.2
2004-10-13,서울경기,12.5,6.9,18.7
2004-10-14,서울경기,10.9,6.5,16.4
2004-10-15,서울경기,13.6,6.8,20
2004-10-16,서울경기,15.8,9.7,23.7
2004-10-17,서울경기,15.8,10.7,21.4
2004-10-18,서울경기,15.7,12.1,21.5
2004-10-19,서울경기,16.3,9.9,23.2
2004-10-20,서울경기,16.2,10.9,23.3
2004-10-21,서울경기,15,9.4,20.7
2004-10-22,서울경기,12.3,8,17.3
2004-10-23,서울경기,11.2,6.1,17.7
2004-10-24,서울경기,13.7,7.8,19
2004-10-25,서울경기,14.8,10.2,20.7
2004-10-26,서울경기,11.3,7.6,15.1
2004-10-27,서울경기,9.9,3.8,16.8
2004-10-28,서울경기,10.7,5.4,17.2
2004-10-29,서울경기,12,6.2,18.3
2004-10-30,서울경기,13.9,8.2,21.7
2004-10-31,서울경기,14.8,8.2,23.2
2004-11-01,서울경기,14.1,9.9,21.1
2004-11-02,서울경기,9.9,7.9,12.4
2004-11-03,서울경기,10.5,6.2,15.1
2004-11-04,서울경기,11,7.1,16.4
2004-11-05,서울경기,11.1,6.4,15.9
2004-11-06,서울경기,7.6,2.8,12.7
2004-11-07,서울경기,9.3,2.2,17.2
2004-11-08,서울경기,12.8,7.3,17.4
2004-11-09,서울경기,15.9,11,22.4
2004-11-10,서울경기,15.1,13.3,16.6
2004-11-11,서울경기,13.1,9.2,15.7
2004-11-12,서울경기,5.1,0.9,9.3
2004-11-13,서울경기,3.8,-1,8.3
2004-11-14,서울경기,7.4,2.6,12.7
2004-11-15,서울경기,4.9,1.8,9.9
2004-11-16,서울경기,6.6,0.4,12.7
2004-11-17,서울경기,9.3,3.9,15.7
2004-11-18,서울경기,10.1,6.8,15.3
2004-11-19,서울경기,8.9,4.7,14.3
2004-11-20,서울경기,7.3,3.1,12.1
2004-11-21,서울경기,6,1.3,11.7
2004-11-22,서울경기,6.5,1.9,12.5
2004-11-23,서울경기,7.8,2.6,13.5
2004-11-24,서울경기,9.7,4.8,15.3
2004-11-25,서울경기,9.9,4.4,15.4
2004-11-26,서울경기,5.4,1.8,10.4
2004-11-27,서울경기,7.1,2.7,10.7
2004-11-28,서울경기,6.2,2.5,11.1
2004-11-29,서울경기,4.2,-0.6,10.2
2004-11-30,서울경기,4.1,0.1,8.9
2004-12-01,서울경기,4.6,-0.2,9.9
2004-12-02,서울경기,7.5,1,14.8
2004-12-03,서울경기,9.9,4.5,16.5
2004-12-04,서울경기,9,5.6,10.8
2004-12-05,서울경기,1.9,-0.8,5.7
2004-12-06,서울경기,3.5,-2.9,7.8
2004-12-07,서울경기,3.9,1,7.3
2004-12-08,서울경기,5.9,0.7,11.1
2004-12-09,서울경기,8.4,5,13
2004-12-10,서울경기,7.1,1.7,11.1
2004-12-11,서울경기,3.4,-1.7,9.5
2004-12-12,서울경기,4.7,0.6,10.3
2004-12-13,서울경기,1.6,-2.5,6.9
2004-12-14,서울경기,3.9,-1.5,9.7
2004-12-15,서울경기,5.5,3.3,8.1
2004-12-16,서울경기,3.5,-0.1,7.8
2004-12-17,서울경기,3.1,-0.7,7.8
2004-12-18,서울경기,3.1,-0.3,7.3
2004-12-19,서울경기,4.4,-0.9,9.8
2004-12-20,서울경기,-3.3,-6.2,4.1
2004-12-21,서울경기,-3.3,-7.6,1.9
2004-12-22,서울경기,-3.5,-6.3,0.3
2004-12-23,서울경기,-4.3,-9.2,1.5
2004-12-24,서울경기,-1.3,-5.9,4.2
2004-12-25,서울경기,-1.4,-4.9,2.2
2004-12-26,서울경기,-2.7,-6.4,1.4
2004-12-27,서울경기,-3.5,-7.3,1.1
2004-12-28,서울경기,-4.6,-8.3,-1.3
2004-12-29,서울경기,-5.3,-8.4,-1.3
2004-12-30,서울경기,-4.7,-9.5,0.5
2004-12-31,서울경기,-4.3,-7.6,-0.3
2005-01-01,서울경기,-4.3,-8.9,0.8
2005-01-02,서울경기,1.2,-5.1,5.7
2005-01-03,서울경기,3.3,-1.5,6
2005-01-04,서울경기,-4.4,-7,-0.4
2005-01-05,서울경기,-4.2,-10.1,1.3
2005-01-06,서울경기,0.2,-4.3,3.6
2005-01-07,서울경기,-2.6,-6.5,3
2005-01-08,서울경기,-4.8,-9.3,1.8
2005-01-09,서울경기,-7.5,-10.4,-3.2
2005-01-10,서울경기,-5.4,-11.4,-0.5
2005-01-11,서울경기,-5.8,-8.9,-2
2005-01-12,서울경기,-5.4,-8.8,-1.4
2005-01-13,서울경기,-4.8,-9.2,-0.4
2005-01-14,서울경기,-3.5,-8.4,1.2
2005-01-15,서울경기,-2.8,-7.5,2.6
2005-01-16,서울경기,-0.4,-4.2,5.7
2005-01-17,서울경기,-0.3,-5.4,5.6
2005-01-18,서울경기,0.5,-3.1,4.7
2005-01-19,서울경기,-3.2,-6.3,0.7
2005-01-20,서울경기,-5.5,-7.5,-2.1
2005-01-21,서울경기,-5.3,-9.7,-0.5
2005-01-22,서울경기,-2.5,-8.3,3.4
2005-01-23,서울경기,1,-4,7.8
2005-01-24,서울경기,0.8,-2.4,5.6
2005-01-25,서울경기,0.3,-4,4.9
2005-01-26,서울경기,0.8,-3,7
2005-01-27,서울경기,0.5,-3.5,6.4
2005-01-28,서울경기,1.4,-4,8.3
2005-01-29,서울경기,-1.2,-5.8,2.7
2005-01-30,서울경기,-6.6,-9,-2.5
2005-01-31,서울경기,-6.6,-10.5,-1.3
2005-02-01,서울경기,-9.5,-12.5,-5.6
2005-02-02,서울경기,-6.4,-10.8,-1.9
2005-02-03,서울경기,-4.4,-8.9,0.9
2005-02-04,서울경기,-1.3,-5.9,3.7
2005-02-05,서울경기,-1.6,-5.5,2.9
2005-02-06,서울경기,-1.1,-6.7,5.8
2005-02-07,서울경기,2.3,-2.2,5.4
2005-02-08,서울경기,0.9,-2.3,6.1
2005-02-09,서울경기,-1.8,-5,1.6
2005-02-10,서울경기,-5.6,-8.9,-1.3
2005-02-11,서울경기,-5.6,-10,-0.6
2005-02-12,서울경기,-4.3,-8.6,1
2005-02-13,서울경기,-1.9,-8,4.4
2005-02-14,서울경기,1.8,-3.8,6.5
2005-02-15,서울경기,4.6,-0.8,10.9
2005-02-16,서울경기,2.9,1.2,5
2005-02-17,서울경기,4.7,-0.8,10.9
2005-02-18,서울경기,4.4,3,7
2005-02-19,서울경기,-2.3,-7.5,3.4
2005-02-20,서울경기,-6.5,-9.4,-2.7
2005-02-21,서울경기,-5.3,-10.6,-1.1
2005-02-22,서울경기,0.1,-4.5,5.1
2005-02-23,서울경기,-2.7,-5.7,0.4
2005-02-24,서울경기,-2.8,-6.4,3.3
2005-02-25,서울경기,-3.9,-6.8,-0.1
2005-02-26,서울경기,-4.4,-8.9,0.1
2005-02-27,서울경기,-2,-8.1,3.2
2005-02-28,서울경기,0.5,-3.6,5.9
2005-03-01,서울경기,0.2,-4.9,5.1
2005-03-02,서울경기,0.8,-2.5,5.3
2005-03-03,서울경기,-0.9,-5.2,2.8
2005-03-04,서울경기,-0.2,-4.8,4.9
2005-03-05,서울경기,-0.8,-4.6,3.6
2005-03-06,서울경기,0.2,-4.8,5.4
2005-03-07,서울경기,3.7,-1.7,9.3
2005-03-08,서울경기,3.9,0.6,9.2
2005-03-09,서울경기,7.1,-2.4,14.5
2005-03-10,서울경기,7.7,4.4,12.9
